Product Name,Product Price,Product Code,Product Link,Category
Chobani Oat Yogurt Strawberry | 150g,$2.50,5306314,coles.com.au/product/chobani-oat-yogurt-strawberry-150g-5306314,"Dairy, Eggs & Fridge"
Gippsland Dairy Boysenberry Twist Yoghurt | 160g,$3.00,2745395,coles.com.au/product/gippsland-dairy-boysenberry-twist-yoghurt-160g-2745395,"Dairy, Eggs & Fridge"
Vitasoy Unsweetened Almond Milk | 1L,$3.20,2684381,coles.com.au/product/vitasoy-unsweetened-almond-milk-1l-2684381,"Dairy, Eggs & Fridge"
Arnott's Shapes Original Chicken Crimpy & Tasty Cheese | 32g,$3.20,6097399,coles.com.au/product/arnott's-shapes-original-chicken-crimpy-and-tasty-cheese-32g-6097399,"Dairy, Eggs & Fridge"
Supreme Quality Foods Roti Mini | 125g,$3.20,9230270,coles.com.au/product/supreme-quality-foods-roti-mini-125g-9230270,"Dairy, Eggs & Fridge"
Thomson's Deli Devon | 1kg,$3.30,2042442,coles.com.au/product/thomson's-deli-devon-1kg-2042442,"Dairy, Eggs & Fridge"
Fancy Plants Chocolate Silky Pot 2x95g | 190g,$3.30,3857667,coles.com.au/product/fancy-plants-chocolate-silky-pot-2x95g-190g-3857667,"Dairy, Eggs & Fridge"
Boss Iced Latte Coffee | 237mL,$3.85,3762673,coles.com.au/product/boss-iced-latte-coffee-237ml-3762673,"Dairy, Eggs & Fridge"
Philadelphia Sweet Chilli Pourover | 150g,$4.00,3274487,coles.com.au/product/philadelphia-sweet-chilli-pourover-150g-3274487,"Dairy, Eggs & Fridge"
Black Swan Corn Relish Dip | 200g,$4.00,3423452,coles.com.au/product/black-swan-corn-relish-dip-200g-3423452,"Dairy, Eggs & Fridge"
Yumi's Mini Sweet Potato & Cashew Dip 3x65g | 195g,$4.50,3605507,coles.com.au/product/yumi's-mini-sweet-potato-and-cashew-dip-3x65g-195g-3605507,"Dairy, Eggs & Fridge"
Yumi's Rocket Pesto Hommus Dip | 200g,$4.50,3776758,coles.com.au/product/yumi's-rocket-pesto-hommus-dip-200g-3776758,"Dairy, Eggs & Fridge"
Zanetti Grana Padano Grated PDO | 100g,$4.80,4379957,coles.com.au/product/zanetti-grana-padano-grated-pdo-100g-4379957,"Dairy, Eggs & Fridge"
Coles Meals Thai Chicken Curry With Rice | 350g,$5.00,3360556,coles.com.au/product/coles-meals-thai-chicken-curry-with-rice-350g-3360556,"Dairy, Eggs & Fridge"
Bulla Cr�me Fraiche | 200g,$5.00,8453381,coles.com.au/product/bulla-creme-fraiche-200g-8453381,"Dairy, Eggs & Fridge"
Riverina Dairy Fetta Smooth | 200g,$5.30,4961314,coles.com.au/product/riverina-dairy-fetta-smooth-200g-4961314,"Dairy, Eggs & Fridge"
Coles Kids Yoghurt 12 pack  | 1140g,$5.40,7132451,coles.com.au/product/coles-kids-yoghurt-12-pack-1140g-7132451,"Dairy, Eggs & Fridge"
Gippsland Dairy Strawberry Cream Twist Yoghurt | 700g,$6.00,3721971,coles.com.au/product/gippsland-dairy-strawberry-cream-twist-yoghurt-700g-3721971,"Dairy, Eggs & Fridge"
Coles Dutch Gouda | 265g,$6.00,3796405,coles.com.au/product/coles-dutch-gouda-265g-3796405,"Dairy, Eggs & Fridge"
Hans American Hot Dog Franks | 375g,$6.30,5738556,coles.com.au/product/hans-american-hot-dog-franks-375g-5738556,"Dairy, Eggs & Fridge"
Maggie Beer Quince Paste | 100g,$6.30,8133052,coles.com.au/product/maggie-beer-quince-paste-100g-8133052,"Dairy, Eggs & Fridge"
Coles Kitchen Loaded Hawaiian Pizza | 455g,$6.50,6188042,coles.com.au/product/coles-kitchen-loaded-hawaiian-pizza-455g-6188042,"Dairy, Eggs & Fridge"
British Sausage Co Smoked Back Bacon | 200g,$7.00,2805362,coles.com.au/product/british-sausage-co-smoked-back-bacon-200g-2805362,"Dairy, Eggs & Fridge"
Jalna Lactose Free Yoghurt Greek Natural | 1kg,$7.00,3816874,coles.com.au/product/jalna-lactose-free-yoghurt-greek-natural-1kg-3816874,"Dairy, Eggs & Fridge"
Latina Fresh Veal Tortellini | 375g,$7.00,5051836,coles.com.au/product/latina-fresh-veal-tortellini-375g-5051836,"Dairy, Eggs & Fridge"
Latina Fresh Ricotta & Spinach Agnolotti | 375g,$7.00,5280232,coles.com.au/product/latina-fresh-ricotta-and-spinach-agnolotti-375g-5280232,"Dairy, Eggs & Fridge"
Coles Kitchen Roast Beef Salad Sandwich | 186g,$7.00,6400883,coles.com.au/product/coles-kitchen-roast-beef-salad-sandwich-186g-6400883,"Dairy, Eggs & Fridge"
Primo Cocktail Frankfurts | 1 kg,$7.40,4509983,coles.com.au/product/primo-cocktail-frankfurts-1-kg-4509983,"Dairy, Eggs & Fridge"
Coles Kitchen Spaghetti Carbonara | 350g,$7.50,2680802,coles.com.au/product/coles-kitchen-spaghetti-carbonara-350g-2680802,"Dairy, Eggs & Fridge"
Tasmanian Heritage Camembert Oval | 125g,$7.50,91673,coles.com.au/product/tasmanian-heritage-camembert-oval-125g-91673,"Dairy, Eggs & Fridge"
Liddells Yoghurt Mango | 700g,$7.80,4339511,coles.com.au/product/liddells-yoghurt-mango-700g-4339511,"Dairy, Eggs & Fridge"
Obela Smooth Classic Hommus Dip | 1kg,$8.00,3048218,coles.com.au/product/obela-smooth-classic-hommus-dip-1kg-3048218,"Dairy, Eggs & Fridge"
Rana Porcini Mushroom Ravioli | 325g,$8.00,3296071,coles.com.au/product/rana-porcini-mushroom-ravioli-325g-3296071,"Dairy, Eggs & Fridge"
National Pies Pie Steak & Caramelized Onion 2 Pack | 360g,$8.00,5092968,coles.com.au/product/national-pies-pie-steak-and-caramelized-onion-2-pack-360g-5092968,"Dairy, Eggs & Fridge"
Royal International Prosciutto Di Parma 16month | 100g,$8.50,4253540,coles.com.au/product/royal-international-prosciutto-di-parma-16month-100g-4253540,"Dairy, Eggs & Fridge"
Lewis Road Creamery Whole Milk Powder | 1kg,$9.00,6255354,coles.com.au/product/lewis-road-creamery-whole-milk-powder-1kg-6255354,"Dairy, Eggs & Fridge"
Coles Perform Chicken Stroganoff | 420g,$9.95,5070965,coles.com.au/product/coles-perform-chicken-stroganoff-420g-5070965,"Dairy, Eggs & Fridge"
Cheer Cheese Slices Extra Tasty | 500g,$10.00,5432320,coles.com.au/product/cheer-cheese-slices-extra-tasty-500g-5432320,"Dairy, Eggs & Fridge"
Great Ocean Road Colby Cheese Block | 500g,$10.30,1010087,coles.com.au/product/great-ocean-road-colby-cheese-block-500g-1010087,"Dairy, Eggs & Fridge"
Great Ocean Road Extra Tasty Cheese Block | 500g,$10.30,9182202,coles.com.au/product/great-ocean-road-extra-tasty-cheese-block-500g-9182202,"Dairy, Eggs & Fridge"
Youfoodz Fueld Honey Soy Chicken Noodles | 436g,$10.80,6261222,coles.com.au/product/youfoodz-fueld-honey-soy-chicken-noodles-436g-6261222,"Dairy, Eggs & Fridge"
Bega Easy Melt Colby Block | 500g,$11.70,1446242,coles.com.au/product/bega-easy-melt-colby-block-500g-1446242,"Dairy, Eggs & Fridge"
South Cape Camembert | 200g,$12.25,5269091,coles.com.au/product/south-cape-camembert-200g-5269091,"Dairy, Eggs & Fridge"
Yoplait Pouch Cola Spider | 130g,$1.00,5323200,coles.com.au/product/yoplait-pouch-cola-spider-130g-5323200,"Dairy, Eggs & Fridge"
Aeroplane Ready To Eat Raspberry Jelly | 120g,$1.20,1389364,coles.com.au/product/aeroplane-ready-to-eat-raspberry-jelly-120g-1389364,"Dairy, Eggs & Fridge"
Coles Kitchen Pizza Dough Ball | 250g,$2.00,3467935,coles.com.au/product/coles-kitchen-pizza-dough-ball-250g-3467935,"Dairy, Eggs & Fridge"
Coles Organic Full Cream Milk UHT | 1L,$2.30,9456002,coles.com.au/product/coles-organic-full-cream-milk-uht-1l-9456002,"Dairy, Eggs & Fridge"
Bulla Aussie Style Mango | 160g,$2.40,5325319,coles.com.au/product/bulla-aussie-style-mango-160g-5325319,"Dairy, Eggs & Fridge"
Jalna Lactose Free Yoghurt Vanilla | 170g,$2.80,3537280,coles.com.au/product/jalna-lactose-free-yoghurt-vanilla-170g-3537280,"Dairy, Eggs & Fridge"
Arnott's Clix Crackers & Tasty Cheese | 31g,$3.20,6090560,coles.com.au/product/arnott's-clix-crackers-and-tasty-cheese-31g-6090560,"Dairy, Eggs & Fridge"
So Good Extra Creamy Almond Milk | 1L,$3.60,4476749,coles.com.au/product/so-good-extra-creamy-almond-milk-1l-4476749,"Dairy, Eggs & Fridge"
Oak Thickshake Neapolitan Flavoured Milk | 425mL,$3.80,5647960,coles.com.au/product/oak-thickshake-neapolitan-flavoured-milk-425ml-5647960,"Dairy, Eggs & Fridge"
Boss Mocha Coffee | 237mL,$3.85,6269177,coles.com.au/product/boss-mocha-coffee-237ml-6269177,"Dairy, Eggs & Fridge"
Obela Hommus Pistachio Lemon Dukkah | 220g,$4.00,3986783,coles.com.au/product/obela-hommus-pistachio-lemon-dukkah-220g-3986783,"Dairy, Eggs & Fridge"
Dairy Farmers Thick & Creamy Yoghurt Mango Passionfruit | 440g,$4.00,4339588,coles.com.au/product/dairy-farmers-thick-and-creamy-yoghurt-mango-passionfruit-440g-4339588,"Dairy, Eggs & Fridge"
Impressed Oat Shake Chocolate | 500mL,$4.00,6433248,coles.com.au/product/impressed-oat-shake-chocolate-500ml-6433248,"Dairy, Eggs & Fridge"
Wicked Sister Chocolate Cookie Sundae | 110g,$4.30,4514804,coles.com.au/product/wicked-sister-chocolate-cookie-sundae-110g-4514804,"Dairy, Eggs & Fridge"
Coles Finest Stone Baked Garlic Ciabatta | 200g,$4.50,4706463,coles.com.au/product/coles-finest-stone-baked-garlic-ciabatta-200g-4706463,"Dairy, Eggs & Fridge"
Black Swan Crafted Crispy Bacon And Caramelised Onion Dip | 170g,$4.60,5559502,coles.com.au/product/black-swan-crafted-crispy-bacon-and-caramelised-onion-dip-170g-5559502,"Dairy, Eggs & Fridge"
Black Swan Crafted Hommus And Garlic Dip | 170g,$4.60,5559557,coles.com.au/product/black-swan-crafted-hommus-and-garlic-dip-170g-5559557,"Dairy, Eggs & Fridge"
Black Swan Crafted Spinach And Feta Dip | 170g,$4.60,5561082,coles.com.au/product/black-swan-crafted-spinach-and-feta-dip-170g-5561082,"Dairy, Eggs & Fridge"
Cadbury Dairy Milk Mousse 2x80g | 160g,$4.80,5411614,coles.com.au/product/cadbury-dairy-milk-mousse-2x80g-160g-5411614,"Dairy, Eggs & Fridge"
Garlos Curry Beef Pie | 200g,$4.80,7155060,coles.com.au/product/garlos-curry-beef-pie-200g-7155060,"Dairy, Eggs & Fridge"
Don Lunchbox Sticks | 140g,$5.00,6284670,coles.com.au/product/don-lunchbox-sticks-140g-6284670,"Dairy, Eggs & Fridge"
Pauls Bluey Kids UHT Full Cream Milk 6x200mL | 6 pack,$5.20,5310264,coles.com.au/product/pauls-bluey-kids-uht-full-cream-milk-6x200ml-6-pack-5310264,"Dairy, Eggs & Fridge"
Emborg French Camembert Petit | 125g,$5.20,5441626,coles.com.au/product/emborg-french-camembert-petit-125g-5441626,"Dairy, Eggs & Fridge"
Coles Ash Brie | 200g,$5.50,3276970,coles.com.au/product/coles-ash-brie-200g-3276970,"Dairy, Eggs & Fridge"
Yumi's Gluten Free Curried Pumpkin & Spinach Veggie Bites | 225g,$6.00,2121990,coles.com.au/product/yumi's-gluten-free-curried-pumpkin-and-spinach-veggie-bites-225g-2121990,"Dairy, Eggs & Fridge"
Coles Dutch Edam | 230g,$6.00,3796380,coles.com.au/product/coles-dutch-edam-230g-3796380,"Dairy, Eggs & Fridge"
The Grange Farm Cage Free Eggs 12Pack | 700g,$6.30,5353573,coles.com.au/product/the-grange-farm-cage-free-eggs-12pack-700g-5353573,"Dairy, Eggs & Fridge"
Coles Kitchen Scalloped Potato | 350g,$6.50,3771142,coles.com.au/product/coles-kitchen-scalloped-potato-350g-3771142,"Dairy, Eggs & Fridge"
Mainland Cheese Slices Swiss | 180g,$6.50,5415375,coles.com.au/product/mainland-cheese-slices-swiss-180g-5415375,"Dairy, Eggs & Fridge"
Liddells Lactose Free Shredded Cheese | 250g,$6.95,1418305,coles.com.au/product/liddells-lactose-free-shredded-cheese-250g-1418305,"Dairy, Eggs & Fridge"
Provedore Salami & Prosciutto Tasting Plate | 100g,$7.00,5009261,coles.com.au/product/provedore-salami-and-prosciutto-tasting-plate-100g-5009261,"Dairy, Eggs & Fridge"
Philadelphia Original Cream Cheese Spread | 350g,$7.00,6131555,coles.com.au/product/philadelphia-original-cream-cheese-spread-350g-6131555,"Dairy, Eggs & Fridge"
Vegie Delights Plant Based Thick BBQ Sausages | 300g,$7.50,3516350,coles.com.au/product/vegie-delights-plant-based-thick-bbq-sausages-300g-3516350,"Dairy, Eggs & Fridge"
Provedore Free Range Chorizo | 200g,$7.50,4250790,coles.com.au/product/provedore-free-range-chorizo-200g-4250790,"Dairy, Eggs & Fridge"
Flora Pro Activ Margarine Spread Original | 500g,$7.50,8840843,coles.com.au/product/flora-pro-activ-margarine-spread-original-500g-8840843,"Dairy, Eggs & Fridge"
Latina Dy Pasta Sauce Italian Tomato Garlic | 700g,$7.50,8999421,coles.com.au/product/latina-dy-pasta-sauce-italian-tomato-garlic-700g-8999421,"Dairy, Eggs & Fridge"
South Cape Dairy Fetta Crumbed Cheese | 200g,$8.00,5194378,coles.com.au/product/south-cape-dairy-fetta-crumbed-cheese-200g-5194378,"Dairy, Eggs & Fridge"
Jarlsberg Original Cheese Block | 250g,$8.50,5170008,coles.com.au/product/jarlsberg-original-cheese-block-250g-5170008,"Dairy, Eggs & Fridge"
Mersey Valley Club Dairy Original Vintage Cheddar Cheese | 180g,$8.65,6580253,coles.com.au/product/mersey-valley-club-dairy-original-vintage-cheddar-cheese-180g-6580253,"Dairy, Eggs & Fridge"
Coles Perform Build Naked Chicken Katsu | 410g,$9.95,6011382,coles.com.au/product/coles-perform-build-naked-chicken-katsu-410g-6011382,"Dairy, Eggs & Fridge"
Mainland Vintage Cheese Block | 400g,$10.00,3274283,coles.com.au/product/mainland-vintage-cheese-block-400g-3274283,"Dairy, Eggs & Fridge"
Youfoodz Fueld Chipotle Fried Chicken | 400g,$10.80,4688215,coles.com.au/product/youfoodz-fueld-chipotle-fried-chicken-400g-4688215,"Dairy, Eggs & Fridge"
Dineamic Meal Chicken & Chorizo Paella | 360g,$10.95,3358532,coles.com.au/product/dineamic-meal-chicken-and-chorizo-paella-360g-3358532,"Dairy, Eggs & Fridge"
Zanetti Parmigiano Reggiano PDO | 200g,$11.25,3275661,coles.com.au/product/zanetti-parmigiano-reggiano-pdo-200g-3275661,"Dairy, Eggs & Fridge"
Coles Kitchen Zucchini Slice | 700g,$13.50,4218743,coles.com.au/product/coles-kitchen-zucchini-slice-700g-4218743,"Dairy, Eggs & Fridge"
Coles Deli Marinated Fetta Cheese | approx 100g,$2.45,3218985,coles.com.au/product/coles-deli-marinated-fetta-cheese-approx.-100g-3218985,"Dairy, Eggs & Fridge"
Hans Striker Mild Salami Sticks | 15g,$1.15,6091177,coles.com.au/product/hans-striker-mild-salami-sticks-15g-6091177,"Dairy, Eggs & Fridge"
Chobani Oat Yogurt Mango | 150g,$2.50,5309232,coles.com.au/product/chobani-oat-yogurt-mango-150g-5309232,"Dairy, Eggs & Fridge"
Gippsland Dairy Twist Yoghurt Limited Edition | 160g,$3.00,3477815,coles.com.au/product/gippsland-dairy-twist-yoghurt-limited-edition-160g-3477815,"Dairy, Eggs & Fridge"
Don Mild Salami & Cheese Stix | 40g,$3.00,5006026,coles.com.au/product/don-mild-salami-and-cheese-stix-40g-5006026,"Dairy, Eggs & Fridge"
Coles Kitchen Singapore Egg Noodles | 300g,$3.00,5578303,coles.com.au/product/coles-kitchen-singapore-egg-noodles-300g-5578303,"Dairy, Eggs & Fridge"
Obela Classic To Go Smooth Hommus | 125g,$3.50,2882895,coles.com.au/product/obela-classic-to-go-smooth-hommus-125g-2882895,"Dairy, Eggs & Fridge"
Obela Dip Hommus To Go Singles 3X60G | 180g,$3.50,3049039,coles.com.au/product/obela-dip-hommus-to-go-singles-3x60g-180g-3049039,"Dairy, Eggs & Fridge"
Pitango Soup Chicken Vegetable | 350g,$3.75,4219484,coles.com.au/product/pitango-soup-chicken-vegetable-350g-4219484,"Dairy, Eggs & Fridge"
Boss Iced Long Black Coffee | 237mL,$3.85,3762710,coles.com.au/product/boss-iced-long-black-coffee-237ml-3762710,"Dairy, Eggs & Fridge"
Kiri Cheese Cream | 108g,$3.90,7646073,coles.com.au/product/kiri-cheese-cream-108g-7646073,"Dairy, Eggs & Fridge"
Chatime Brown Sugar Bubble Tea Can | 310mL,$4.00,5605009,coles.com.au/product/chatime-brown-sugar-bubble-tea-can-310ml-5605009,"Dairy, Eggs & Fridge"
Yarra Valley Cheese Salted Honey Cow | 80g,$4.10,5443519,coles.com.au/product/yarra-valley-cheese-salted-honey-cow-80g-5443519,"Dairy, Eggs & Fridge"
Coles Monterey Jack Cheese Slices | 200g,$5.00,3273510,coles.com.au/product/coles-monterey-jack-cheese-slices-200g-3273510,"Dairy, Eggs & Fridge"
South Cape Wedge Cheese Havarti | 180g,$5.00,5438483,coles.com.au/product/south-cape-wedge-cheese-havarti-180g-5438483,"Dairy, Eggs & Fridge"
Bega Cream Cheese Block | 225g,$5.00,6134531,coles.com.au/product/bega-cream-cheese-block-225g-6134531,"Dairy, Eggs & Fridge"
Coles Chicken & Mayo Herb Mix | 220g,$5.00,6278338,coles.com.au/product/coles-chicken-and-mayo-herb-mix-220g-6278338,"Dairy, Eggs & Fridge"
Senza Gluten Free Pizza Base | 220g,$5.30,3467902,coles.com.au/product/senza-gluten-free-pizza-base-220g-3467902,"Dairy, Eggs & Fridge"
Riverina Haloumi | 180g,$5.30,3842193,coles.com.au/product/riverina-haloumi-180g-3842193,"Dairy, Eggs & Fridge"
Fresh Fodder Greek Style Tzatziki Dip | 200g,$5.40,3349870,coles.com.au/product/fresh-fodder-greek-style-tzatziki-dip-200g-3349870,"Dairy, Eggs & Fridge"
Pauls Bluey Kids UHT Chocolate Flavoured Milk 6x200mL | 6 pack,$5.80,5311154,coles.com.au/product/pauls-bluey-kids-uht-chocolate-flavoured-milk-6x200ml-6-pack-5311154,"Dairy, Eggs & Fridge"
Cocobella Coconut Yoghurt Mixed Berries | 500g,$6.00,4332374,coles.com.au/product/cocobella-coconut-yoghurt-mixed-berries-500g-4332374,"Dairy, Eggs & Fridge"
Primo Cafe Tender Roast BBQ Pork | 150g,$6.00,5644339,coles.com.au/product/primo-cafe-tender-roast-bbq-pork-150g-5644339,"Dairy, Eggs & Fridge"
South Cape Apricot & Almond Cream Cheese | 200g,$6.50,6581201,coles.com.au/product/south-cape-apricot-and-almond-cream-cheese-200g-6581201,"Dairy, Eggs & Fridge"
Mainland Extra Tasty Cheese Block | 250g,$7.00,3274148,coles.com.au/product/mainland-extra-tasty-cheese-block-250g-3274148,"Dairy, Eggs & Fridge"
Dodoni Greek Feta Cheese | 150g,$7.00,5095605,coles.com.au/product/dodoni-greek-feta-cheese-150g-5095605,"Dairy, Eggs & Fridge"
Coles Kitchen Sausage Egg & Bacon Sandwich | 226g,$7.00,6400806,coles.com.au/product/coles-kitchen-sausage-egg-and-bacon-sandwich-226g-6400806,"Dairy, Eggs & Fridge"
Latina Gluten Free Lasagne Sheets | 280g,$7.50,3758676,coles.com.au/product/latina-gluten-free-lasagne-sheets-280g-3758676,"Dairy, Eggs & Fridge"
Moorabool Valley Free Range Eggs 12 Pack | 700g,$7.90,5331424,coles.com.au/product/moorabool-valley-free-range-eggs-12-pack-700g-5331424,"Dairy, Eggs & Fridge"
National Pie Chunky Beef 2 Pack | 360g,$8.00,3764894,coles.com.au/product/national-pie-chunky-beef-2-pack-360g-3764894,"Dairy, Eggs & Fridge"
Coles Kitchen Chicken Korma And Rice | 350g,$8.00,3771368,coles.com.au/product/coles-kitchen-chicken-korma-and-rice-350g-3771368,"Dairy, Eggs & Fridge"
Jindi Dairy Cheese Camembert | 200g,$8.50,6725811,coles.com.au/product/jindi-dairy-cheese-camembert-200g-6725811,"Dairy, Eggs & Fridge"
Latina Fresh Roast Chicken & Garlic Ravioli | 625g,$8.50,7294409,coles.com.au/product/latina-fresh-roast-chicken-and-garlic-ravioli-625g-7294409,"Dairy, Eggs & Fridge"
King Island Dairy Cape Wickham Double Brie | 200g,$9.50,8167484,coles.com.au/product/king-island-dairy-cape-wickham-double-brie-200g-8167484,"Dairy, Eggs & Fridge"
Coles Perform Lean Peri Peri Chicken | 380g,$9.95,5587122,coles.com.au/product/coles-perform-lean-peri-peri-chicken-380g-5587122,"Dairy, Eggs & Fridge"
Youfoodz Creamy Chicken Carbonara | 310g,$10.95,3584112,coles.com.au/product/youfoodz-creamy-chicken-carbonara-310g-3584112,"Dairy, Eggs & Fridge"
Youfoodz Slow Cooked BBQ Beef And Mash Meal | 326g,$10.95,3769480,coles.com.au/product/youfoodz-slow-cooked-bbq-beef-and-mash-meal-326g-3769480,"Dairy, Eggs & Fridge"
Youfoodz Chicken Katsu Curry | 330g,$10.95,4683380,coles.com.au/product/youfoodz-chicken-katsu-curry-330g-4683380,"Dairy, Eggs & Fridge"
Youfoodz Honey Mustard Chicken With Garlic Veg | 318g,$10.95,4684699,coles.com.au/product/youfoodz-honey-mustard-chicken-with-garlic-veg-318g-4684699,"Dairy, Eggs & Fridge"
Dineamic Roast Chicken Veg & Moroccan Sauce | 360g,$10.95,5095638,coles.com.au/product/dineamic-roast-chicken-veg-and-moroccan-sauce-360g-5095638,"Dairy, Eggs & Fridge"
Bega Cheese Country Light Tasty Grated | 500g,$11.70,1012151,coles.com.au/product/bega-cheese-country-light-tasty-grated-500g-1012151,"Dairy, Eggs & Fridge"
Keep It Cleaner Fermented Vegetable Vegan Kimchi | 400g,$12.00,3765354,coles.com.au/product/keep-it-cleaner-fermented-vegetable-vegan-kimchi-400g-3765354,"Dairy, Eggs & Fridge"
Fromager D' Affinois Excellence Cheese | approx200g,$18.40,3022021,coles.com.au/product/fromager-d'-affinois-excellence-cheese-approx.200g-3022021,"Dairy, Eggs & Fridge"
Chobani Limited Edition Yoghurt Pouch  | 140g,$1.25,3246572,coles.com.au/product/chobani-limited-edition-yoghurt-pouch-140g-3246572,"Dairy, Eggs & Fridge"
Pauls Soleil Low Fat Chocolate Mousse 2 pack | 124g,$2.40,8469971,coles.com.au/product/pauls-soleil-low-fat-chocolate-mousse-2-pack-124g-8469971,"Dairy, Eggs & Fridge"
Coles Nature'S Kitchen Minestrone Soup | 300g,$3.00,4215836,coles.com.au/product/coles-nature's-kitchen-minestrone-soup-300g-4215836,"Dairy, Eggs & Fridge"
Wicked Sister Vanilla Creme Brulee 2x100g | 200g,$3.15,3540478,coles.com.au/product/wicked-sister-vanilla-creme-brulee-2x100g-200g-3540478,"Dairy, Eggs & Fridge"
Coles Dairy Free Barista Almond Milk | 1L,$3.50,3496423,coles.com.au/product/coles-dairy-free-barista-almond-milk-1l-3496423,"Dairy, Eggs & Fridge"
The Cheesecake Shop Strawberry Cheesecake Cup | 100g,$3.50,4221974,coles.com.au/product/the-cheesecake-shop-strawberry-cheesecake-cup-100g-4221974,"Dairy, Eggs & Fridge"
Pitango Soup Potato & Leek | 350g,$3.75,6282368,coles.com.au/product/pitango-soup-potato-and-leek-350g-6282368,"Dairy, Eggs & Fridge"
Coles Cheese Spring Onion & Chive | 190g,$3.80,7781283,coles.com.au/product/coles-cheese-spring-onion-and-chive-190g-7781283,"Dairy, Eggs & Fridge"
Moondarra Honey & Pistachio Cream Cheese | 120g,$3.90,3029767,coles.com.au/product/moondarra-honey-and-pistachio-cream-cheese-120g-3029767,"Dairy, Eggs & Fridge"
Australias Own Barista Macadamia Milk | 1L,$4.00,3793510,coles.com.au/product/australias-own-barista-macadamia-milk-1l-3793510,"Dairy, Eggs & Fridge"
Moira Mac's Snackers Classic Mini Chicken Kebabs | 90g,$4.40,4506249,coles.com.au/product/moira-mac's-snackers-classic-mini-chicken-kebabs-90g-4506249,"Dairy, Eggs & Fridge"
Coles Kitchen Veg Ready To Eat Hummus & Carrot | 220g,$4.50,3342135,coles.com.au/product/coles-kitchen-veg-ready-to-eat-hummus-and-carrot-220g-3342135,"Dairy, Eggs & Fridge"
Unicorn Classic Double Brie | 125g,$4.70,5199702,coles.com.au/product/unicorn-classic-double-brie-125g-5199702,"Dairy, Eggs & Fridge"
Nutrisoy Organic Tasty Tempeh | 300g,$4.70,5648602,coles.com.au/product/nutrisoy-organic-tasty-tempeh-300g-5648602,"Dairy, Eggs & Fridge"
Ice Break Sugar Ice Coffee | 750mL,$4.95,5074060,coles.com.au/product/ice-break-sugar-ice-coffee-750ml-5074060,"Dairy, Eggs & Fridge"
Thomson's Deli Pepperoni Salami | 200g,$5.00,3269261,coles.com.au/product/thomson's-deli-pepperoni-salami-200g-3269261,"Dairy, Eggs & Fridge"
Coles Chicken & Mayo Caesar Mix | 220g,$5.00,6278316,coles.com.au/product/coles-chicken-and-mayo-caesar-mix-220g-6278316,"Dairy, Eggs & Fridge"
Soyco Tofu Thai  | 200g,$5.10,5552638,coles.com.au/product/soyco-tofu-thai-200g-5552638,"Dairy, Eggs & Fridge"
Coles Dairy Free Coconut Yoghurt | 500g,$5.70,3251619,coles.com.au/product/coles-dairy-free-coconut-yoghurt-500g-3251619,"Dairy, Eggs & Fridge"
Yenson's Firm Tofu | 550g,$5.80,5213440,coles.com.au/product/yenson's-firm-tofu-550g-5213440,"Dairy, Eggs & Fridge"
Coles Cypriot Halloumi With Mint | 250g,$6.50,2173917,coles.com.au/product/coles-cypriot-halloumi-with-mint-250g-2173917,"Dairy, Eggs & Fridge"
Mainland Organic Spreadable | 250g,$6.50,2458600,coles.com.au/product/mainland-organic-spreadable-250g-2458600,"Dairy, Eggs & Fridge"
Coles Kitchen Chicken Tikka Bites | 200g,$6.50,3240805,coles.com.au/product/coles-kitchen-chicken-tikka-bites-200g-3240805,"Dairy, Eggs & Fridge"
Coles Kitchen Corn Fritters | 180g,$6.50,3583608,coles.com.au/product/coles-kitchen-corn-fritters-180g-3583608,"Dairy, Eggs & Fridge"
Pauls Farmhouse Gold Vanilla Custard | 800g,$6.90,2847282,coles.com.au/product/pauls-farmhouse-gold-vanilla-custard-800g-2847282,"Dairy, Eggs & Fridge"
Liddells Lactose Free Cheese Block | 250g,$6.95,1418291,coles.com.au/product/liddells-lactose-free-cheese-block-250g-1418291,"Dairy, Eggs & Fridge"
Coles Pork Pancetta | 100g,$7.00,3269192,coles.com.au/product/coles-pork-pancetta-100g-3269192,"Dairy, Eggs & Fridge"
Mersey Valley Club Classic Cheddar Cheese | 235g,$7.00,4513200,coles.com.au/product/mersey-valley-club-classic-cheddar-cheese-235g-4513200,"Dairy, Eggs & Fridge"
Coles Kitchen Melon Mix | 350g,$7.00,5626701,coles.com.au/product/coles-kitchen-melon-mix-350g-5626701,"Dairy, Eggs & Fridge"
Castello Double Cream Brie | 150g,$7.50,5429766,coles.com.au/product/castello-double-cream-brie-150g-5429766,"Dairy, Eggs & Fridge"
Cucina Classica Beef Lasagna | 350g,$8.90,2272726,coles.com.au/product/cucina-classica-beef-lasagna-350g-2272726,"Dairy, Eggs & Fridge"
Coles Finest Beef Ragu Fettucine | 400g,$9.50,3771540,coles.com.au/product/coles-finest-beef-ragu-fettucine-400g-3771540,"Dairy, Eggs & Fridge"
Coles Perform Lemon & Herb Chicken | 435g,$9.95,5070987,coles.com.au/product/coles-perform-lemon-and-herb-chicken-435g-5070987,"Dairy, Eggs & Fridge"
Coles Perform Lean Vegetable Masala And Rice | 370g,$9.95,6011440,coles.com.au/product/coles-perform-lean-vegetable-masala-and-rice-370g-6011440,"Dairy, Eggs & Fridge"
